ID	chrom	Arm	Gain_Loss	Arm_Length	total_cnv_length	segment_count	arm_length_mb	cnv_rate_per_mb	cnv_proportion_per_mb	arm
6314E	chr14	q	Gain	89761231	30.248311	6	89.761231	0.0668440030640845	0.336986365527897	chr14q
6314E	chr15	q	Gain	82566565	8.212621	3	82.566565	0.0363343200725378	0.0994666666828153	chr15q
6314E	chr15	q	Loss	82566565	0.400617	1	82.566565	0.0121114400241793	0.00485204876816663	chr15q
6314E	chr16	p	Loss	36838903	4.405971	2	36.838903	0.0542904331326044	0.119601036979847	chr16p
6314E	chr16	q	Gain	59491471	6.008131	1	59.491471	0.01680913218636	0.100991468171967	chr16q
6314E	chr18	p	Gain	18449624	3.806747	2	18.449624	0.108403293205325	0.206331955599746	chr18p
6314E	chr18	q	Gain	62092914	40.671971	4	62.092914	0.0644195890049547	0.655017913960359	chr18q
6314E	chr19	p	Loss	27792923	19.233506	2	27.792923	0.0719607649760337	0.692028902465566	chr19p
6314E	chr19	q	Loss	33914441	8.013922	2	33.914441	0.0589719288016571	0.236298218803017	chr19q
6314E	chr2	p	Gain	93503283	22.408964	4	93.503283	0.0427792465853846	0.239659649169752	chr2p
6314E	chr2	q	Gain	149193469	72.028706	9	149.193469	0.0603243564234035	0.482787259273394	chr2q
6314E	chr22	q	Loss	37075304	2.806833	1	37.075304	0.0269721321772574	0.0757062706754879	chr22q
6314E	chr3	p	Gain	94076514	21.411346	4	94.076514	0.0425185822680462	0.22759501909265	chr3p
6314E	chr3	q	Gain	107029434	1.800946	1	107.029434	0.0093432242199842	0.0168266422860837	chr3q
6314E	chr4	p	Gain	52452474	16.014482	2	52.452474	0.0381297553286047	0.305314140187172	chr4p
6314E	chr5	p	Gain	48317879	13.803451	1	48.317879	0.0206962726985595	0.285679986077203	chr5p
6314E	chr5	q	Gain	133727560	62.215555	5	133.72756	0.0373894506113773	0.465241084186386	chr5q
6314E	chr6	q	Gain	112454080	44.432637	3	112.45408	0.0266775558521309	0.395118051741653	chr6q
6314E	chr6	NA	Gain	NA	29.42161	1	NA	NA	NA	chr6NA
6314E	chr7	p	Gain	62064435	12.012541	1	62.064435	0.0161122871738057	0.193549510279116	chr7p
6314E	chr7	p	Loss	62064435	4.805018	2	62.064435	0.0322245743476115	0.0774198298913057	chr7p
6314E	chr7	q	Gain	98502993	44.045927	3	98.502993	0.0304559273645624	0.447153184472273	chr7q
6314E	chr7	q	Loss	98502993	3.203345	1	98.502993	0.0101519757881875	0.0325202808812114	chr7q
6314E	chr8	q	Gain	100988875	3.001216	1	100.988875	0.0099020807985038	0.0297182833257624	chr8q
6314E	chr9	p	Loss	46267185	0.400047	1	46.267185	0.0216135907122943	0.00864645212368118	chr9p
6314E	chr9	q	Gain	104350062	5.2006	2	104.350062	0.0191662559817166	0.0498380154292577	chr9q
6324B	chr1	q	Loss	124339061	0.400303	1	124.339061	0.00804252494716845	0.00321944686392637	chr1q
6324B	chr11	q	Gain	82384456	8.007561	1	82.384456	0.0121382120918538	0.0971974737564572	chr11q
6324B	chr14	q	Gain	89761231	0.400641	1	89.761231	0.0111406671773474	0.00446340803859965	chr14q
6324B	chr15	q	Gain	82566565	2.003081	1	82.566565	0.0121114400241793	0.0242601953950731	chr15q
6324B	chr17	p	Gain	25689679	0.800733	1	25.689679	0.0389261383919978	0.0311694435730396	chr17p
6324B	chr17	q	Gain	58587218	0.200184	1	58.587218	0.017068569461687	0.00341685450911835	chr17q
6324B	chr21	q	Loss	33956153	9.819748	1	33.956153	0.0294497436149496	0.289189060963414	chr21q
6324B	chr7	q	Gain	98502993	86.690314	5	98.502993	0.0507598789409374	0.880077968798369	chr7q
6324B	chr9	q	Loss	104350062	0.200024	1	104.350062	0.00958312799085831	0.00191685559324344	chr9q
6365A	chr1	q	Loss	124339061	1.200907	1	124.339061	0.00804252494716845	0.00965832450672922	chr1q
6365A	chr10	q	Loss	94108943	3.403996	1	94.108943	0.0106259826975211	0.0361708025984311	chr10q
6365A	chr11	q	Gain	82384456	14.41361	2	82.384456	0.0242764241837077	0.174955455189265	chr11q
6365A	chr14	q	Gain	89761231	0.801281	1	89.761231	0.0111406671773474	0.00892680493653212	chr14q
6365A	chr14	q	Loss	89761231	41.466139	4	89.761231	0.0445626687093897	0.461960453728626	chr14q
6365A	chr15	q	Gain	82566565	57.88883	4	82.566565	0.0484457600967171	0.70111709261491	chr15q
6365A	chr19	q	Loss	33914441	31.25432	2	33.914441	0.0589719288016571	0.921563766892104	chr19q
6365A	chr4	q	Loss	141122471	0.600541	1	141.122471	0.00708604372439029	0.00425545978428907	chr4q
6365A	chr5	q	Gain	133727560	0.600151	1	133.72756	0.00747789012227547	0.00448786323477374	chr5q
6365A	chr6	q	Loss	112454080	100.874089	1	112.45408	0.00889251861737698	0.897024714443442	chr6q
6365A	chr7	q	Gain	98502993	58.460841	1	98.502993	0.0101519757881875	0.593493042389077	chr7q
6365A	chr9	p	Loss	46267185	3.000346	1	46.267185	0.0216135907122943	0.0648482504392692	chr9p
6365A	chr9	q	Gain	104350062	2.000231	1	104.350062	0.00958312799085831	0.0191684696842825	chr9q
6414C	chr1	q	Loss	124339061	60.645699	6	124.339061	0.0482551496830107	0.487744547145969	chr1q
6414C	chr10	q	Gain	94108943	1.601881	1	94.108943	0.0106259826975211	0.0170215597894878	chr10q
6414C	chr10	q	Loss	94108943	2.402818	2	94.108943	0.0212519653950422	0.0255323024932923	chr10q
6414C	chr14	q	Gain	89761231	0.801281	1	89.761231	0.0111406671773474	0.00892680493653212	chr14q
6414C	chr15	q	Gain	82566565	9.013827	4	82.566565	0.0484457600967171	0.109170425098828	chr15q
6414C	chr17	q	Gain	58587218	21.019126	1	58.587218	0.017068569461687	0.358766412154952	chr17q
6414C	chr18	p	Gain	18449624	1.402486	1	18.449624	0.0542016466026625	0.0760170505371817	chr18p
6414C	chr18	q	Loss	62092914	46.081545	1	62.092914	0.0161048972512387	0.742138547403332	chr18q
6414C	chr19	q	Loss	33914441	21.036566	3	33.914441	0.0884578932024856	0.62028343619168	chr19q
6414C	chr2	q	Loss	149193469	10.003951	1	149.193469	0.00670270626926705	0.0670535450851404	chr2q
6414C	chr20	q	Loss	38197502	0.600094	1	38.197502	0.0261797224331581	0.0157102943538036	chr20q
6414C	chr4	q	Loss	141122471	52.847707	2	141.122471	0.0141720874487806	0.374481162535767	chr4q
6414C	chr5	p	Loss	48317879	0.200051	1	48.317879	0.0206962726985595	0.00414031004961952	chr5p
6414C	chr5	q	Loss	133727560	11.8029	2	133.72756	0.0149557802445509	0.0882607893242051	chr5q
6414C	chr6	p	Loss	59672548	16.211989	1	59.672548	0.0167581246907707	0.271682533147403	chr6p
6414C	chr6	q	Loss	112454080	66.048514	4	112.45408	0.0355700744695079	0.587337640395084	chr6q
6414C	chr8	q	Gain	100988875	63.825848	9	100.988875	0.0891187271865342	0.632008703929022	chr8q
6414C	chr9	p	Loss	46267185	24.60283	1	46.267185	0.0216135907122943	0.531755497984154	chr9p
6414C	chr9	q	Gain	104350062	0.200024	1	104.350062	0.00958312799085831	0.00191685559324344	chr9q
6423A	chr1	p	Gain	124048267	60.245457	6	124.048267	0.0483682694253197	0.485661415971253	chr1p
6423A	chr1	q	Gain	124339061	48.036245	5	124.339061	0.0402126247358423	0.386332698780796	chr1q
6423A	chr10	p	Gain	40649191	10.211987	2	40.649191	0.0492014711928707	0.251222392101235	chr10p
6423A	chr11	p	Gain	52743313	33.031327	4	52.743313	0.07583899782708	0.626265684144642	chr11p
6423A	chr11	q	Gain	82384456	48.445744	6	82.384456	0.072829272551123	0.588044715619655	chr11q
6423A	chr12	p	Gain	35911664	17.015898	3	35.911664	0.0835383178011467	0.473826498265299	chr12p
6423A	chr12	q	Gain	97412884	40.838152	4	97.412884	0.0410623301123083	0.419227419650156	chr12q
6423A	chr13	q	Gain	97043744	51.275269	5	97.043744	0.0515231564025395	0.528372740853857	chr13q
6423A	chr14	q	Gain	89761231	0.801281	1	89.761231	0.0111406671773474	0.00892680493653212	chr14q
6423A	chr14	q	Loss	89761231	1.201922	2	89.761231	0.0222813343546948	0.0133902129751318	chr14q
6423A	chr15	q	Gain	82566565	1.602465	1	82.566565	0.0121114400241793	0.0194081587383464	chr15q
6423A	chr15	q	Loss	82566565	0.801229	1	82.566565	0.0121114400241793	0.00970403697913314	chr15q
6423A	chr16	p	Loss	36838903	8.010864	2	36.838903	0.0542904331326044	0.217456638163194	chr16p
6423A	chr16	q	Loss	59491471	4.205692	1	59.491471	0.01680913218636	0.0706940327631166	chr16q
6423A	chr16	NA	Loss	NA	2.603524	1	NA	NA	NA	chr16NA
6423A	chr17	q	Gain	58587218	10.609674	3	58.587218	0.0512057083850611	0.181091957634855	chr17q
6423A	chr19	p	Loss	27792923	19.433854	1	27.792923	0.0359803824880168	0.699237500136276	chr19p
6423A	chr19	q	Loss	33914441	24.041767	2	33.914441	0.0589719288016571	0.708894685895015	chr19q
6423A	chr21	q	Gain	33956153	2.204434	1	33.956153	0.0294497436149496	0.0649200161160777	chr21q
6423A	chr21	NA	Gain	NA	23.647555	1	NA	NA	NA	chr21NA
6423A	chr22	q	Gain	37075304	1.202929	1	37.075304	0.0269721321772574	0.0324455599878561	chr22q
6423A	chr3	p	Loss	94076514	3.201697	1	94.076514	0.0106296455670115	0.0340329043229642	chr3p
6423A	chr4	p	Loss	52452474	1.601449	1	52.452474	0.0190648776643024	0.0305314292706193	chr4p
6423A	chr5	p	Loss	48317879	1.000251	1	48.317879	0.0206962726985595	0.0207014674630068	chr5p
6423A	chr5	q	Loss	133727560	2.400602	2	133.72756	0.0149557802445509	0.0179514379833147	chr5q
6423A	chr7	p	Gain	62064435	48.050168	8	62.064435	0.128898297390446	0.774198105565611	chr7p
