filename	chr	Arm	type	arm_size	sv_count	sv_size_sum	chr_arm_length_mb	sv_rate	sv_proportion	region
2436A_run3	chr7	q	INV	98502993	8	0.008752	98.502993	0.0812158063054998	8.88500920982167e-05	chr7q
2436A_run3	chr8	p	DEL	45270456	1608	1.052704	45.270456	35.519854273171	0.0232536645975026	chr8p
2436A_run3	chr8	p	DUP	45270456	20	1.825192	45.270456	0.441789232253371	0.0403175086197497	chr8p
2436A_run3	chr8	p	INS	45270456	1484	0.001484	45.270456	32.7807610332001	3.27807610332001e-05	chr8p
2436A_run3	chr8	p	INV	45270456	16	0.066968	45.270456	0.353431385802697	0.00147928706527719	chr8p
2436A_run3	chr8	q	DEL	100988875	1608	1.052704	100.988875	15.9225459239941	0.0104239600649081	chr8q
2436A_run3	chr8	q	DUP	100988875	20	1.825192	100.988875	0.198041615970076	0.0180731986567827	chr8q
2436A_run3	chr8	q	INS	100988875	1484	0.001484	100.988875	14.6946879049796	1.46946879049796e-05	chr8q
2436A_run3	chr8	q	INV	100988875	16	0.066968	100.988875	0.158433292776061	0.000663122546914202	chr8q
2436A_run3	chr9	p	DEL	46267185	1212	0.994908	46.267185	26.1956719433006	0.0215035343083873	chr9p
2436A_run3	chr9	p	DUP	46267185	28	0.103364	46.267185	0.605180539944239	0.00223406719038558	chr9p
2436A_run3	chr9	p	INS	46267185	1136	0.001136	46.267185	24.5530390491663	2.45530390491663e-05	chr9p
2436A_run3	chr9	q	DEL	104350062	1212	0.994908	104.350062	11.6147511249203	0.00953433070312886	chr9q
2436A_run3	chr9	q	DUP	104350062	28	0.103364	104.350062	0.268327583744033	0.000990550441647078	chr9q
2436A_run3	chr9	q	INS	104350062	1136	0.001136	104.350062	10.886433397615	1.0886433397615e-05	chr9q
2436A_run3	chrX	p	DEL	59373565	664	0.420868	59.373565	11.1834281805379	0.00708847447513047	chrXp
2436A_run3	chrX	p	DUP	59373565	24	5.342424	59.373565	0.404220295682094	0.0899798420391297	chrXp
2436A_run3	chrX	p	INS	59373565	512	0.000512	59.373565	8.62336630788466	8.62336630788466e-06	chrXp
2436A_run3	chrX	q	DEL	94886001	664	0.420868	94.886001	6.9978710558157	0.00443551204144434	chrXq
2436A_run3	chrX	q	DUP	94886001	24	5.342424	94.886001	0.252935098402977	0.0563036058396012	chrXq
2436A_run3	chrX	q	INS	94886001	512	0.000512	94.886001	5.39594876593018	5.39594876593018e-06	chrXq
2436A_run3	chrY	p	DEL	10724418	288	0.45704	10.724418	26.8546041379588	0.0426167648444885	chrYp
2436A_run3	chrY	p	DUP	10724418	4	0.06312	10.724418	0.372980613027206	0.00588563407356931	chrYp
2436A_run3	chrY	p	INS	10724418	164	0.000164	10.724418	15.2922051341154	1.52922051341154e-05	chrYp
2436A_run3	chrY	q	DEL	51735611	288	0.45704	51.735611	5.56676522096163	0.00883414714093161	chrYq
2436A_run3	chrY	q	DUP	51735611	4	0.06312	51.735611	0.0773161836244671	0.00122004937759409	chrYq
2436A_run3	chrY	q	INS	51735611	164	0.000164	51.735611	3.16996352860315	3.16996352860315e-06	chrYq
2436A_run5	chr1	p	DEL	124048267	1980	2.373956	124.048267	15.9615289103555	0.0191373572353091	chr1p
2436A_run5	chr1	p	DUP	124048267	44	0.363644	124.048267	0.354700642452345	0.00293147182781683	chr1p
2436A_run5	chr1	p	INS	124048267	2076	0.002076	124.048267	16.7354212211606	1.67354212211606e-05	chr1p
2436A_run5	chr1	p	INV	124048267	8	0.006672	124.048267	0.0644910259004263	5.37855156009556e-05	chr1p
2436A_run5	chr1	q	DEL	124339061	1980	2.373956	124.339061	15.9241993953935	0.0190926003534802	chr1q
2436A_run5	chr1	q	DUP	124339061	44	0.363644	124.339061	0.353871097675412	0.00292461594188812	chr1q
2436A_run5	chr1	q	INS	124339061	2076	0.002076	124.339061	16.6962817903217	1.66962817903217e-05	chr1q
2436A_run5	chr1	q	INV	124339061	8	0.006672	124.339061	0.0643401995773476	5.36597264475079e-05	chr1q
2436A_run5	chr10	p	DEL	40649191	1480	1.239056	40.649191	36.4090886827243	0.0304816890451768	chr10p
2436A_run5	chr10	p	DUP	40649191	12	0.191912	40.649191	0.295208827157224	0.0047211763697831	chr10p
2436A_run5	chr10	p	INS	40649191	1364	0.001364	40.649191	33.5554033535378	3.35554033535378e-05	chr10p
2436A_run5	chr10	q	DEL	94108943	1480	1.239056	94.108943	15.7264543923312	0.0131661876172597	chr10q
2436A_run5	chr10	q	DUP	94108943	12	0.191912	94.108943	0.127511792370253	0.00203925359144667	chr10q
2436A_run5	chr10	q	INS	94108943	1364	0.001364	94.108943	14.4938403994188	1.44938403994188e-05	chr10q
2436A_run5	chr11	p	DEL	52743313	1380	1.067736	52.743313	26.1644542503426	0.0202440070459738	chr11p
2436A_run5	chr11	p	DUP	52743313	16	0.015816	52.743313	0.30335599130832	0.000299867397408274	chr11p
2436A_run5	chr11	p	INS	52743313	1476	0.001476	52.743313	27.9845901981925	2.79845901981925e-05	chr11p
2436A_run5	chr11	q	DEL	82384456	1380	1.067736	82.384456	16.7507326867583	0.0129604060261076	chr11q
2436A_run5	chr11	q	DUP	82384456	16	0.015816	82.384456	0.194211393469661	0.00019197796244476	chr11q
2436A_run5	chr11	q	INS	82384456	1476	0.001476	82.384456	17.9160010475763	1.79160010475763e-05	chr11q
2436A_run5	chr12	p	DEL	35911664	1412	0.814848	35.911664	39.3187015784064	0.0226903437278763	chr12p
2436A_run5	chr12	p	DUP	35911664	4	0.003232	35.911664	0.111384423734862	8.99986143777687e-05	chr12p
2436A_run5	chr12	p	INS	35911664	1460	0.00146	35.911664	40.6553146632247	4.06553146632247e-05	chr12p
2436A_run5	chr12	q	DEL	97412884	1412	0.814848	97.412884	14.4950025296448	0.00836488939183856	chr12q
2436A_run5	chr12	q	DUP	97412884	4	0.003232	97.412884	0.0410623301123083	3.31783627307451e-05	chr12q
2436A_run5	chr12	q	INS	97412884	1460	0.00146	97.412884	14.9877504909925	1.49877504909925e-05	chr12q
2436A_run5	chr13	p	DEL	16522942	1200	0.50054	16.522942	72.626291371113	0.0302936365690807	chr13p
2436A_run5	chr13	p	INS	16522942	1132	0.001132	16.522942	68.5108015267499	6.85108015267499e-05	chr13p
2436A_run5	chr13	q	DEL	97043744	1200	0.50054	97.043744	12.3655575366095	0.00515788014114542	chr13q
2436A_run5	chr13	q	INS	97043744	1132	0.001132	97.043744	11.6648426095349	1.16648426095349e-05	chr13q
2436A_run5	chr14	p	DEL	11400261	1020	0.556228	11.400261	89.4716357809703	0.0487908127717427	chr14p
2436A_run5	chr14	p	DUP	11400261	4	0.00316	11.400261	0.350869159925374	0.000277186636341045	chr14p
2436A_run5	chr14	p	INS	11400261	832	0.000832	11.400261	72.9807852644777	7.29807852644777e-05	chr14p
2436A_run5	chr14	q	DEL	89761231	1020	0.556228	89.761231	11.3634805208944	0.0061967510227216	chr14q
2436A_run5	chr14	q	DUP	89761231	4	0.00316	89.761231	0.0445626687093897	3.52045082804179e-05	chr14q
2436A_run5	chr14	q	INS	89761231	832	0.000832	89.761231	9.26903509155306	9.26903509155306e-06	chr14q
2436A_run5	chr15	p	DEL	17186630	728	0.422136	17.18663	42.3585077470103	0.0245618832778736	chr15p
2436A_run5	chr15	p	INS	17186630	788	0.000788	17.18663	45.8495935503353	4.58495935503353e-05	chr15p
2436A_run5	chr15	q	DEL	82566565	728	0.422136	82.566565	8.81712833760252	0.00511267484604694	chr15q
2436A_run5	chr15	q	INS	82566565	788	0.000788	82.566565	9.54381473905327	9.54381473905327e-06	chr15q
2436A_run5	chr16	p	DEL	36838903	1164	0.819304	36.838903	31.5970320831758	0.0222401845136377	chr16p
2436A_run5	chr16	p	DUP	36838903	4	0.00688	36.838903	0.108580866265209	0.000186759089976159	chr16p
2436A_run5	chr16	p	INS	36838903	1024	0.001024	36.838903	27.7967017638935	2.77967017638935e-05	chr16p
2436A_run5	chr16	p	INV	36838903	8	0.003448	36.838903	0.217161732530418	9.359670672061e-05	chr16p
2436A_run5	chr16	q	DEL	59491471	1164	0.819304	59.491471	19.565829864923	0.0137717892368135	chr16q
2436A_run5	chr16	q	DUP	59491471	4	0.00688	59.491471	0.0672365287454398	0.000115646829442157	chr16q
2436A_run5	chr16	q	INS	59491471	1024	0.001024	59.491471	17.2125513588326	1.72125513588326e-05	chr16q
2436A_run5	chr16	q	INV	59491471	8	0.003448	59.491471	0.13447305749088	5.79578877785691e-05	chr16q
2436A_run5	chr17	p	DEL	25689679	1192	155.391064	25.689679	46.3999569632614	6.04877406214379	chr17p
2436A_run5	chr17	p	DUP	25689679	8	0.030312	25.689679	0.311409107135982	0.00117992910693824	chr17p
2436A_run5	chr17	p	INS	25689679	1052	0.001052	25.689679	40.9502975883817	4.09502975883817e-05	chr17p
2436A_run5	chr17	q	DEL	58587218	1192	155.391064	58.587218	20.3457347983309	2.65230316960945	chr17q
2436A_run5	chr17	q	DUP	58587218	8	0.030312	58.587218	0.136548555693496	0.000517382477522657	chr17q
2436A_run5	chr17	q	INS	58587218	1052	0.001052	58.587218	17.9561350736947	1.79561350736947e-05	chr17q
2436A_run5	chr18	p	DEL	18449624	880	0.41138	18.449624	47.697449010343	0.0222974733794033	chr18p
2436A_run5	chr18	p	INS	18449624	864	0.000864	18.449624	46.8302226647004	4.68302226647004e-05	chr18p
2436A_run5	chr18	q	DEL	62092914	880	0.41138	62.092914	14.17230958109	0.00662523263121457	chr18q
2436A_run5	chr18	q	INS	62092914	864	0.000864	62.092914	13.9146312250702	1.39146312250702e-05	chr18q
2436A_run5	chr19	p	DEL	27792923	952	0.420324	27.792923	34.253324128592	0.0151234182888932	chr19p
2436A_run5	chr19	p	DUP	27792923	8	5.334328	27.792923	0.287843059904135	0.191931161756538	chr19p
2436A_run5	chr19	p	INS	27792923	956	0.000956	27.792923	34.3972456585441	3.43972456585441e-05	chr19p
2436A_run5	chr19	q	DEL	33914441	952	0.420324	33.914441	28.0706381095888	0.0123936585008139	chr19q
2436A_run5	chr19	q	DUP	33914441	8	5.334328	33.914441	0.235887715206628	0.157287805510343	chr19q
2436A_run5	chr19	q	INS	33914441	956	0.000956	33.914441	28.1885819671921	2.81885819671921e-05	chr19q
2436A_run5	chr2	p	DEL	93503283	2528	1.334984	93.503283	27.0364838419631	0.0142774024308858	chr2p
2436A_run5	chr2	p	DUP	93503283	12	0.11088	93.503283	0.128337739756154	0.00118584071534686	chr2p
2436A_run5	chr2	p	INS	93503283	2264	0.002264	93.503283	24.2130535673277	2.42130535673277e-05	chr2p
2436A_run5	chr2	q	DEL	149193469	2528	1.334984	149.193469	16.9444414487071	0.00894800562617121	chr2q
2436A_run5	chr2	q	DUP	149193469	12	0.11088	149.193469	0.0804324752312047	0.000743196071136331	chr2q
2436A_run5	chr2	q	INS	149193469	2264	0.002264	149.193469	15.1749269936206	1.51749269936206e-05	chr2q
2436A_run5	chr20	p	DEL	28012753	892	0.33842	28.012753	31.8426396720094	0.012080926141033	chr20p
2436A_run5	chr20	p	DUP	28012753	4	0.000784	28.012753	0.142792106152508	2.79872528058917e-05	chr20p
2436A_run5	chr20	p	INS	28012753	756	0.000756	28.012753	26.9877080628241	2.69877080628241e-05	chr20p
2436A_run5	chr20	q	DEL	38197502	892	0.33842	38.197502	23.352312410377	0.00885974166582935	chr20q
2436A_run5	chr20	q	DUP	38197502	4	0.000784	38.197502	0.104718889732632	2.05249023875959e-05	chr20q
2436A_run5	chr20	q	INS	38197502	756	0.000756	38.197502	19.7918701594675	1.97918701594675e-05	chr20q
2436A_run5	chr21	p	DEL	11134529	560	0.184484	11.134529	50.2939998629488	0.0165686397691362	chr21p
2436A_run5	chr21	p	DUP	11134529	4	0.000884	11.134529	0.35924285616392	7.93926712122264e-05	chr21p
2436A_run5	chr21	p	INS	11134529	640	0.00064	11.134529	57.4788569862273	5.74788569862273e-05	chr21p
2436A_run5	chr21	q	DEL	33956153	560	0.184484	33.956153	16.4918564243717	0.00543300650106035	chr21q
2436A_run5	chr21	q	DUP	33956153	4	0.000884	33.956153	0.117798974459798	2.60335733556154e-05	chr21q
2436A_run5	chr21	q	INS	33956153	640	0.00064	33.956153	18.8478359135677	1.88478359135677e-05	chr21q
2436A_run5	chr22	p	DEL	14249622	684	0.310768	14.249622	48.0012732969338	0.0218088592104408	chr22p
2436A_run5	chr22	p	DUP	14249622	4	0.000352	14.249622	0.280709200566864	2.4702409649884e-05	chr22p
2436A_run5	chr22	p	INS	14249622	776	0.000776	14.249622	54.4575849099716	5.44575849099716e-05	chr22p
2436A_run5	chr22	q	DEL	37075304	684	0.310768	37.075304	18.4489384092441	0.00838207557246193	chr22q
2436A_run5	chr22	q	DUP	37075304	4	0.000352	37.075304	0.10788852870903	9.4941905263946e-06	chr22q
2436A_run5	chr22	q	INS	37075304	776	0.000776	37.075304	20.9303745695517	2.09303745695517e-05	chr22q
2436A_run5	chr3	p	DEL	94076514	1636	2.477332	94.076514	17.3901001476309	0.0263331611118159	chr3p
2436A_run5	chr3	p	DUP	94076514	16	0.061296	94.076514	0.170074329072185	0.00065155475467554	chr3p
2436A_run5	chr3	p	INS	94076514	1664	0.001664	94.076514	17.6877302235072	1.76877302235072e-05	chr3p
2436A_run5	chr3	q	DEL	107029434	1636	2.477332	107.029434	15.2855148238941	0.0231462683433419	chr3q
2436A_run5	chr3	q	DUP	107029434	16	0.061296	107.029434	0.149491587519747	0.000572702271788151	chr3q
2436A_run5	chr3	q	INS	107029434	1664	0.001664	107.029434	15.5471251020537	1.55471251020537e-05	chr3q
2436A_run5	chr4	p	DEL	52452474	1876	1.176828	52.452474	35.7657104982312	0.0224360818519256	chr4p
2436A_run5	chr4	p	DUP	52452474	32	0.067992	52.452474	0.610076085257675	0.00129625916215125	chr4p
2436A_run5	chr4	p	INS	52452474	2064	0.002064	52.452474	39.3499074991201	3.93499074991201e-05	chr4p
2436A_run5	chr4	q	DEL	141122471	1876	1.176828	141.122471	13.2934180269562	0.00833905466408677	chr4q
2436A_run5	chr4	q	DUP	141122471	32	0.067992	141.122471	0.226753399180489	0.000481794284908744	chr4q
