type	chr	filename	arm	sv_count	sv_size_sum	chr_length_mb	sv_rate	sv_proportion	region
DEL	chr1	6436B	q	561	199768	248.956422	2.253406421466	0.000802421557938361	chr1q
DEL	chr1	6439C	p	662	228019	248.956422	2.65909991267468	0.000915899249226839	chr1p
DEL	chr1	6439C	q	615	274178	248.956422	2.47031185240925	0.00110130920824368	chr1q
DEL	chr1	6478A	p	604	266090	248.956422	2.42612741277267	0.00106882159480907	chr1p
DEL	chr1	6478A	q	640	250452	248.956422	2.5707310334015	0.0010060073887148	chr1q
DEL	chr1	6483C	p	670	239008	248.956422	2.6912340505922	0.00096003950442379	chr1p
DEL	chr1	6483C	q	600	251759	248.956422	2.41006034381391	0.00101125730349708	chr1q
DEL	chr1	6500D	p	656	285121	248.956422	2.63499930923654	0.00114526469214761	chr1p
DEL	chr1	6500D	q	645	266264	248.956422	2.59081486959995	0.00106952051230878	chr1q
DEL	chr1	6605D	p	662	192185	248.956422	2.65909991267468	0.000771962411959793	chr1p
DEL	chr1	6605D	q	560	176237	248.956422	2.24938965422631	0.000707903008021219	chr1q
DEL	chr10	2436A	p	320	90271	133.797422	2.3916753792162	0.00067468415049133	chr10p
DEL	chr10	2436A	q	469	159358	133.797422	3.50529922766374	0.00119103939087855	chr10q
DEL	chr10	3188	p	210	27496596	133.797422	1.56953696761063	0.205509161454546	chr10p
DEL	chr10	3188	q	332	168082	133.797422	2.48136320593681	0.00125624244090443	chr10q
DEL	chr10	3988	p	315	84695	133.797422	2.35430545141595	0.000633009207008488	chr10p
DEL	chr10	3988	q	394	143525	133.797422	2.94475031065995	0.00107270377750627	chr10q
DEL	chr10	6265D	p	230	83002	133.797422	1.71901667881164	0.000620355749455322	chr10p
DEL	chr10	6265D	q	434	216384	133.797422	3.24370973306197	0.00161725089142599	chr10q
DEL	chr10	6266D	p	321	134436	133.797422	2.39914936477625	0.00100477272275097	chr10p
DEL	chr10	6266D	q	542	203669	133.797422	4.05090017354744	0.00152221916502995	chr10q
DEL	chr10	6269C	p	225	149683	133.797422	1.68164675101139	0.00111872858058506	chr10p
DEL	chr10	6269C	q	408	230355	133.797422	3.04938610850066	0.00172166994368546	chr10q
DEL	chr10	6277A	p	264	68189	133.797422	1.97313218785337	0.000509643601354292	chr10p
DEL	chr10	6277A	q	541	211055	133.797422	4.04342618798739	0.00157742202237648	chr10q
DEL	chr10	6285B	p	261	70890	133.797422	1.95071023117321	0.000529830836351989	chr10p
DEL	chr10	6285B	q	527	157525	133.797422	3.93879039014668	0.00117733957534697	chr10q
DEL	chr10	6298B	p	308	78069	133.797422	2.30198755249559	0.000583486578687592	chr10p
DEL	chr10	6298B	q	551	178724	133.797422	4.11816604358789	0.00133578059523449	chr10q
DEL	chr10	6314E	p	207	89393	133.797422	1.54711501093048	0.000668121991169606	chr10p
DEL	chr10	6314E	q	368	219664	133.797422	2.75042668609863	0.00164176556406296	chr10q
DEL	chr10	6324B	p	322	82553	133.797422	2.4066233503363	0.000616999929938859	chr10p
DEL	chr10	6324B	q	515	128742	133.797422	3.84910256342607	0.000962215848972038	chr10q
DEL	chr10	6365A	p	276	77332	133.797422	2.06282001457397	0.000577978251329835	chr10p
DEL	chr10	6365A	q	515	210422	133.797422	3.84910256342607	0.00157269098951697	chr10q
DEL	chr10	6414C	p	318	96744	133.797422	2.3767274080961	0.000723063259021538	chr10p
DEL	chr10	6414C	q	441	41118441	133.797422	3.29602763198233	0.307318634285794	chr10q
DEL	chr10	6423A	p	282	86417	133.797422	2.10766392793428	0.000645879410142895	chr10p
DEL	chr10	6423A	q	438	148079	133.797422	3.27360567530217	0.00110674030774674	chr10q
DEL	chr10	6436B	p	296	84819	133.797422	2.21229972577499	0.000633935981217934	chr10p
DEL	chr10	6436B	q	508	161757	133.797422	3.79678466450572	0.00120896948223711	chr10q
DEL	chr10	6439C	p	312	95583	133.797422	2.3318834947358	0.000714385961786319	chr10p
DEL	chr10	6439C	q	629	263173	133.797422	4.70113691727184	0.0019669512017952	chr10q
DEL	chr10	6478A	p	288	8785709	133.797422	2.15250784129458	0.0656642622008068	chr10p
DEL	chr10	6478A	q	600	200683	133.797422	4.48439133603038	0.00149990184414764	chr10q
DEL	chr10	6483C	p	292	81853	133.797422	2.18240378353478	0.000611768140046824	chr10p
DEL	chr10	6483C	q	568	236233	133.797422	4.24522379810876	0.00176560203080744	chr10q
DEL	chr10	6500D	p	316	109507	133.797422	2.361779436976	0.000818453736724464	chr10p
DEL	chr10	6500D	q	640	211345	133.797422	4.7833507584324	0.0015795894781889	chr10q
DEL	chr10	6605D	p	325	103202	133.797422	2.42904530701645	0.000771330257768345	chr10p
DEL	chr10	6605D	q	506	148197	133.797422	3.78183669338562	0.00110762223804282	chr10q
DEL	chr11	2436A	p	288	104279	135.086622	2.13196536959818	0.000771941724917809	chr11p
DEL	chr11	2436A	q	395	117669	135.086622	2.92404972566417	0.000871063309289058	chr11q
DEL	chr11	3188	p	239	161591	135.086622	1.76923515046516	0.00119620283346785	chr11p
DEL	chr11	3188	q	250	11212395	135.086622	1.85066438333176	0.0830015203133883	chr11q
DEL	chr11	3988	p	247	88086	135.086622	1.82845641073177	0.000652070491480644	chr11p
DEL	chr11	3988	q	292	108583	135.086622	2.16157599973149	0.000803802762941248	chr11q
DEL	chr11	6265D	p	194	95647	135.086622	1.43611556146544	0.00070804198509013	chr11p
DEL	chr11	6265D	q	225	127065	135.086622	1.66559794499858	0.000940618679472198	chr11q
DEL	chr11	6266D	p	290	103382	135.086622	2.14677068466484	0.000765301541110414	chr11p
DEL	chr11	6266D	q	379	140799	135.086622	2.80560720513094	0.00104228677803491	chr11q
DEL	chr11	6269C	p	276	40909579	135.086622	2.04313347919826	0.302839603169587	chr11p
DEL	chr11	6269C	q	235	22634165	135.086622	1.73962452033185	0.167552972047817	chr11q
DEL	chr11	6277A	p	344	123838	135.086622	2.5465141914645	0.000916730303612152	chr11p
DEL	chr11	6277A	q	389	145908	135.086622	2.87963378046421	0.00108010695537268	chr11q
DEL	chr11	6285B	p	313	129664	135.086622	2.31703180793136	0.000959858186401315	chr11p
DEL	chr11	6285B	q	371	87424	135.086622	2.74638594486433	0.000647169932193582	chr11q
DEL	chr11	6298B	p	330	129923	135.086622	2.44287698599792	0.000961775474702447	chr11p
DEL	chr11	6298B	q	368	95040	135.086622	2.72417797226434	0.0007035485719674	chr11q
DEL	chr11	6314E	p	253	117090	135.086622	1.87287235593174	0.000866777170577261	chr11p
DEL	chr11	6314E	q	223	105013	135.086622	1.65079262993193	0.000777375275547271	chr11q
DEL	chr11	6324B	p	330	100371	135.086622	2.44287698599792	0.000743012139277567	chr11p
DEL	chr11	6324B	q	388	99019	135.086622	2.87223112293088	0.000733003746292509	chr11q
DEL	chr11	6365A	p	337	145665	135.086622	2.49469558873121	0.00107830810959208	chr11p
DEL	chr11	6365A	q	363	17352680	135.086622	2.68716468459771	0.128455947325413	chr11q
DEL	chr11	6414C	p	326	132163	135.086622	2.41326635586461	0.000978357427577099	chr11p
DEL	chr11	6414C	q	385	93686	135.086622	2.8500231503309	0.000693525373667275	chr11q
DEL	chr11	6423A	p	298	128109	135.086622	2.20599194493145	0.000948347053936992	chr11p
DEL	chr11	6423A	q	346	95929	135.086622	2.56131950653115	0.000710129534514528	chr11q
DEL	chr11	6436B	p	305	134560	135.086622	2.25781054766474	0.000996101597684484	chr11p
DEL	chr11	6436B	q	376	84928	135.086622	2.78339923253096	0.000628692898990397	chr11q
DEL	chr11	6439C	p	273	118242	135.086622	2.02092550659828	0.000875305032055654	chr11p
DEL	chr11	6439C	q	398	119993	135.086622	2.94625769826416	0.00088826708539651	chr11q
DEL	chr11	6478A	p	261	88022	135.086622	1.93209361619835	0.000651596721398511	chr11p
DEL	chr11	6478A	q	379	122528	135.086622	2.80560720513094	0.000907032822243494	chr11q
DEL	chr11	6483C	p	286	118448	135.086622	2.11716005453153	0.000876829979507519	chr11p
DEL	chr11	6483C	q	395	118843	135.086622	2.92404972566417	0.000879754029233183	chr11q
DEL	chr11	6500D	p	328	150002	135.086622	2.42807167093126	0.00111041343531412	chr11p
DEL	chr11	6500D	q	359	81574	135.086622	2.6575540544644	0.000603864385623619	chr11q
DEL	chr11	6605D	p	300	11270287	135.086622	2.22079725999811	0.0834300749633076	chr11p
DEL	chr11	6605D	q	369	130878	135.086622	2.73158062979767	0.000968845012646774	chr11q
DEL	chr12	2436A	p	207	68002	133.275309	1.55317591497762	0.000510237046233372	chr12p
DEL	chr12	2436A	q	510	164131	133.275309	3.82666529777095	0.00123151843527146	chr12q
DEL	chr12	3188	p	89	84967659	133.275309	0.667790610787479	0.637534886525756	chr12p
DEL	chr12	3188	q	266	94315	133.275309	1.99586856707269	0.000707670465802484	chr12q
DEL	chr12	3988	p	230	149037	133.275309	1.7257510166418	0.00111826414898802	chr12p
DEL	chr12	3988	q	453	124940	133.275309	3.39897917625537	0.000937457965300985	chr12q
DEL	chr12	6265D	p	124	58353	133.275309	0.930404895928623	0.000437838039452604	chr12p
DEL	chr12	6265D	q	380	192162	133.275309	2.85124081010384	0.00144184246460835	chr12q
DEL	chr12	6266D	p	203	115365	133.275309	1.52316285381863	0.000865614200151658	chr12p
DEL	chr12	6266D	q	510	143858	133.275309	3.82666529777095	0.00107940473805242	chr12q
DEL	chr12	6269C	p	124	81549	133.275309	0.930404895928623	0.000611883781113574	chr12p
DEL	chr12	6269C	q	407	163270	133.275309	3.05382897292701	0.00122505812385699	chr12q
DEL	chr12	6277A	p	208	213568	133.275309	1.56067918026737	0.00160245736140068	chr12p
DEL	chr12	6277A	q	539	187123	133.275309	4.04425999117361	0.00140403351081332	chr12q
DEL	chr12	6285B	p	192	87320	133.275309	1.44062693563142	0.000655185125100704	chr12p
DEL	chr12	6285B	q	497	137997	133.275309	3.72912284900424	0.00103542810018921	chr12q
DEL	chr12	6298B	p	199	111348	133.275309	1.49314979265964	0.000835473583482744	chr12p
DEL	chr12	6298B	q	521	140514	133.275309	3.90920121595816	0.0010543138189235	chr12q
DEL	chr12	6314E	p	132	86314	133.275309	0.990431018246598	0.000647636840219219	chr12p
DEL	chr12	6314E	q	369	167169	133.275309	2.76870489191663	0.00125431335522171	chr12q
DEL	chr12	6324B	p	185	64169	133.275309	1.38810407860319	0.000481477030377772	chr12p
DEL	chr12	6324B	q	548	169105	133.275309	4.11178937878133	0.00126883967682266	chr12q
DEL	chr12	6365A	p	201	85222	133.275309	1.50815632323914	0.000639443274522815	chr12p
DEL	chr12	6365A	q	535	166060	133.275309	4.01424693001462	0.00124599223401538	chr12q
DEL	chr12	6414C	p	220	115169	133.275309	1.65071836374433	0.000864143560154867	chr12p
DEL	chr12	6414C	q	519	148818	133.275309	3.89419468537867	0.00111662093388956	chr12q
DEL	chr12	6423A	p	171	87619	133.275309	1.28305836454673	0.000657428601422339	chr12p
DEL	chr12	6423A	q	539	176861	133.275309	4.04425999117361	0.00132703500240994	chr12q
DEL	chr12	6436B	p	198	84237	133.275309	1.4856465273699	0.000632052558212414	chr12p
DEL	chr12	6436B	q	499	142273	133.275309	3.74412937958373	0.00106751206256817	chr12q
DEL	chr12	6439C	p	202	93291	133.275309	1.51565958852889	0.000699987122145783	chr12p
DEL	chr12	6439C	q	508	82336616	133.275309	3.81165876719145	0.617793472908024	chr12q
DEL	chr12	6478A	p	212	69057	133.275309	1.59069224142635	0.000518152991114056	chr12p
DEL	chr12	6478A	q	548	140947	133.275309	4.11178937878133	0.00105756273279396	chr12q
DEL	chr12	6483C	p	190	68996	133.275309	1.42562040505192	0.000517695291931381	chr12p
DEL	chr12	6483C	q	513	149945	133.275309	3.84917509364019	0.00112507711387111	chr12q
DEL	chr12	6500D	p	202	82251	133.275309	1.51565958852889	0.000617151073346977	chr12p
DEL	chr12	6500D	q	539	164332	133.275309	4.04425999117361	0.0012330265915947	chr12q
DEL	chr12	6605D	p	199	62001	133.275309	1.49314979265964	0.000465209951229601	chr12p
DEL	chr12	6605D	q	509	135904	133.275309	3.8191620324812	0.00101972376593777	chr12q
DEL	chr13	2436A	p	93	62325	114.364328	0.813190630560956	0.000544968882254963	chr13p
DEL	chr13	2436A	q	586	146451	114.364328	5.12397537106151	0.00128056538748691	chr13q
DEL	chr13	3188	p	79	62169	114.364328	0.69077483671307	0.000543604820552087	chr13p
DEL	chr13	3188	q	429	12147332	114.364328	3.75116968291022	0.106216092136702	chr13q
DEL	chr13	3988	p	21	5048	114.364328	0.183623690771829	4.41396376674377e-05	chr13p
DEL	chr13	3988	q	494	141161	114.364328	4.3195287257754	0.00123430970538296	chr13q
DEL	chr13	6265D	p	162	141066	114.364328	1.41652561452554	0.00123347902678185	chr13p
DEL	chr13	6265D	q	326	86104290	114.364328	2.85053919960077	0.752894643861327	chr13q
DEL	chr13	6266D	p	110	49477	114.364328	0.961838380233389	0.000432626159443703	chr13p
DEL	chr13	6266D	q	557	162509	114.364328	4.87039979809089	0.00142097630303043	chr13q
DEL	chr13	6269C	p	72	76969834	114.364328	0.629566939789127	0.673023095103571	chr13p
DEL	chr13	6269C	q	464	189929	114.364328	4.05720916752993	0.00166073637926679	chr13q
DEL	chr13	6277A	p	108	71369	114.364328	0.944350409683691	0.000624049485080698	chr13p
DEL	chr13	6277A	q	580	42371133	114.364328	5.07151145941241	0.370492563030668	chr13q
DEL	chr13	6285B	p	53	35618	114.364328	0.463431219566996	0.000311443267519571	chr13p
DEL	chr13	6285B	q	488	119397	114.364328	4.26706481412631	0.00104400560986114	chr13q
DEL	chr13	6298B	p	54	15145	114.364328	0.472175204841845	0.000132427656987588	chr13p
DEL	chr13	6298B	q	609	216963	114.364328	5.32508703238303	0.00189712127718706	chr13q
DEL	chr13	6314E	p	78	37572	114.364328	0.682030851438221	0.000328529014746626	chr13p
DEL	chr13	6314E	q	435	157415	114.364328	3.80363359455931	0.00137643444204035	chr13q
DEL	chr13	6324B	p	110	40121	114.364328	0.961838380233389	0.000350817433212216	chr13p
DEL	chr13	6324B	q	583	332110	114.364328	5.09774341523696	0.0029039649496301	chr13q
DEL	chr13	6365A	p	53	34150	114.364328	0.463431219566996	0.000298607097136093	chr13p
DEL	chr13	6365A	q	618	157110	114.364328	5.40378289985668	0.00137376752653152	chr13q
DEL	chr13	6414C	p	85	33501	114.364328	0.743238748362164	0.000292932250692716	chr13p
DEL	chr13	6414C	q	606	176494	114.364328	5.29885507655849	0.0015432609370992	chr13q
DEL	chr13	6423A	p	37	16114	114.364328	0.323527455169413	0.000140900578718917	chr13p
DEL	chr13	6423A	q	571	146370	114.364328	4.99281559193877	0.00127985712467965	chr13q
DEL	chr13	6436B	p	53	24117	114.364328	0.463431219566996	0.000210878692873533	chr13p
DEL	chr13	6436B	q	556	212174	114.364328	4.86165581281604	0.00185524633170581	chr13q
DEL	chr13	6439C	p	61	29002	114.364328	0.533383101765788	0.00025359306094117	chr13p
DEL	chr13	6439C	q	614	228468	114.364328	5.36880695875728	0.0019977208277742	chr13q
DEL	chr13	6478A	p	69	25082	114.364328	0.60333498396458	0.000219316638663762	chr13p
DEL	chr13	6478A	q	583	139874	114.364328	5.09774341523696	0.00122305619633423	chr13q
DEL	chr13	6483C	p	110	63755	114.364328	0.961838380233389	0.000557472781197997	chr13p
DEL	chr13	6483C	q	602	147668	114.364328	5.26387913545909	0.0012912068175664	chr13q
DEL	chr13	6500D	p	83	47479	114.364328	0.725750777812466	0.000415155676864555	chr13p
DEL	chr13	6500D	q	612	154123	114.364328	5.35131898820758	0.00134764924251555	chr13q
DEL	chr13	6605D	p	39	16860	114.364328	0.341015425719111	0.000147423591733954	chr13p
DEL	chr13	6605D	q	593	147064	114.364328	5.18518326798545	0.00128592545046039	chr13q
DEL	chr14	2436A	p	235	95712	107.043718	2.19536470136435	0.000894139345944617	chr14p
DEL	chr14	2436A	q	435	122578	107.043718	4.06376019188721	0.00114512091218655	chr14q
DEL	chr14	3188	p	239	115727	107.043718	2.23273261117481	0.00108111902465869	chr14p
DEL	chr14	3188	q	277	53950542	107.043718	2.58772775437415	0.504004746920319	chr14q
DEL	chr14	3988	q	322	84762	107.043718	3.00811673974179	0.000791844692838491	chr14q
DEL	chr14	6265D	p	177	97149	107.043718	1.65353000911273	0.000907563767544023	chr14p
DEL	chr14	6265D	q	262	109246	107.043718	2.44759809258494	0.0010205736687883	chr14q
DEL	chr14	6266D	p	304	168449	107.043718	2.83996114559474	0.00157364675991542	chr14p
DEL	chr14	6266D	q	474	197423	107.043718	4.42809731253916	0.00184432121462747	chr14q
DEL	chr14	6269C	p	250	131649	107.043718	2.33549436315357	0.00122986198965922	chr14p
DEL	chr14	6269C	q	307	59491273	107.043718	2.86798707795258	0.55576613099332	chr14q
DEL	chr14	6277A	p	246	133532	107.043718	2.29812645334311	0.00124745293320249	chr14p
DEL	chr14	6277A	q	393	127246	107.043718	3.67139713887741	0.00118872926293536	chr14q
DEL	chr14	6285B	p	165	73460	107.043718	1.54142627968135	0.000686261663669044	chr14p
DEL	chr14	6285B	q	373	142078	107.043718	3.48455758982512	0.00132728947251253	chr14q
DEL	chr14	6298B	p	154	75362	107.043718	1.4386645277026	0.000704030104783916	chr14p
DEL	chr14	6298B	q	443	592011	107.043718	4.13849601150812	0.00553055341369963	chr14q
DEL	chr14	6314E	p	201	139959	107.043718	1.87773746797547	0.00130749382229044	chr14p
DEL	chr14	6314E	q	270	557529	107.043718	2.52233391220585	0.00520842334717858	chr14q
DEL	chr14	6324B	p	157	45951	107.043718	1.46669046006044	0.000429273205925078	chr14p
DEL	chr14	6324B	q	419	158188	107.043718	3.91428855264538	0.00147778872927415	chr14q
DEL	chr14	6365A	p	219	108701	107.043718	2.04589306212252	0.00101548229107662	chr14p
DEL	chr14	6365A	q	356	98822	107.043718	3.32574397313068	0.000923192895822247	chr14q
DEL	chr14	6414C	p	184	58518	107.043718	1.71892385128103	0.000546673836572082	chr14p
DEL	chr14	6414C	q	437	649802	107.043718	4.08244414679243	0.00607043563266366	chr14q
DEL	chr14	6423A	p	158	45636	107.043718	1.47603243751305	0.000426330483027505	chr14p
DEL	chr14	6423A	q	386	569917	107.043718	3.60600329670911	0.00532415176386157	chr14q
DEL	chr14	6436B	p	253	120321	107.043718	2.36352029551141	0.001124036069076	chr14p
DEL	chr14	6436B	q	425	177701	107.043718	3.97034041736106	0.00166007873530701	chr14q
DEL	chr14	6439C	p	433	259566	107.043718	4.04507623698198	0.00242485971946527	chr14p
DEL	chr14	6439C	q	463	596064	107.043718	4.32533556056041	0.00556841644831507	chr14q
DEL	chr14	6478A	p	258	134434	107.043718	2.41023018277448	0.00125587939686475	chr14p
DEL	chr14	6478A	q	398	99949	107.043718	3.71810702614048	0.000933721304411343	chr14q
DEL	chr14	6483C	p	281	106453	107.043718	2.62509566418461	0.000994481525763147	chr14p
DEL	chr14	6483C	q	452	125085	107.043718	4.22257380858165	0.00116854124966026	chr14q
DEL	chr14	6500D	p	232	115172	107.043718	2.16733876900651	0.00107593422717249	chr14p
DEL	chr14	6500D	q	439	120253	107.043718	4.10112810169766	0.00112340081460922	chr14q
DEL	chr14	6605D	p	244	114712	107.043718	2.27944249843788	0.00107163691754429	chr14p
DEL	chr14	6605D	q	438	175078	107.043718	4.09178612424505	0.0016355747284488	chr14q
DEL	chr15	2436A	p	59	25454	101.991189	0.578481343128572	0.000249570578101604	chr15p
DEL	chr15	2436A	q	380	102780	101.991189	3.72581204048911	0.00100773410926703	chr15q
DEL	chr15	3188	p	106	85364	101.991189	1.03930546392591	0.000836974260590295	chr15p
DEL	chr15	3188	q	260	100585	101.991189	2.54923981717676	0.000986212642348939	chr15q
DEL	chr15	3988	p	4	233	101.991189	0.0392190741104116	2.28451106693148e-06	chr15p
DEL	chr15	3988	q	367	147866	101.991189	3.59835004963027	0.00144979190310253	chr15q
DEL	chr15	6265D	p	123	79454	101.991189	1.20598652889516	0.000779028078592162	chr15p
DEL	chr15	6265D	q	306	185126	101.991189	3.00025916944649	0.00181511757844102	chr15q
DEL	chr15	6266D	p	62	33397	101.991189	0.60789564871138	0.000327449854516354	chr15p
DEL	chr15	6266D	q	408	115751	101.991189	4.00034555926199	0.00113491176183856	chr15q
DEL	chr15	6269C	p	94	39584	101.991189	0.921648241594673	0.000388111957396634	chr15p
DEL	chr15	6269C	q	303	47145515	101.991189	2.97084486386368	0.462250861689631	chr15q
DEL	chr15	6277A	p	91	58764	101.991189	0.892233936011865	0.000576167417756057	chr15p
DEL	chr15	6277A	q	380	145926	101.991189	3.72581204048911	0.00143077065215898	chr15q
DEL	chr15	6285B	p	115	60104	101.991189	1.12754838067433	0.000589305807583045	chr15p
DEL	chr15	6285B	q	413	144546	101.991189	4.0493694019	0.00141724007159089	chr15q
DEL	chr15	6298B	p	172	104541	101.991189	1.6864201867477	0.00102500030664414	chr15p
DEL	chr15	6298B	q	410	122231	101.991189	4.01995509631719	0.00119844666189743	chr15q
DEL	chr15	6314E	p	113	99993	101.991189	1.10793884361913	0.000980408219380598	chr15p
DEL	chr15	6314E	q	270	104343	101.991189	2.64728750245279	0.00102305896247567	chr15q
DEL	chr15	6324B	p	64	25206	101.991189	0.627505185766586	0.000247138995506759	chr15p
DEL	chr15	6324B	q	416	129447	101.991189	4.07878370748281	0.00126919787159261	chr15q
DEL	chr15	6365A	p	87	62977	101.991189	0.853014861901453	0.000617474907562848	chr15p
DEL	chr15	6365A	q	421	137792	101.991189	4.12780755012082	0.00135101866495546	chr15q
DEL	chr15	6414C	p	117	42369	101.991189	1.14715791772954	0.000415418237746008	chr15p
DEL	chr15	6414C	q	425	119320	101.991189	4.16702662423124	0.00116990498071358	chr15q
DEL	chr15	6423A	p	70	20477	101.991189	0.686333796932204	0.000200772245139725	chr15p
DEL	chr15	6423A	q	362	103845	101.991189	3.54932620699225	0.00101817618774892	chr15q
DEL	chr15	6436B	p	119	43373	101.991189	1.16676745478475	0.000425262225347721	chr15p
DEL	chr15	6436B	q	407	108704	101.991189	3.99054079073438	0.00106581755802455	chr15q
DEL	chr15	6439C	p	191	165974	101.991189	1.87271078877216	0.00162733665160037	chr15p
DEL	chr15	6439C	q	426	145591	101.991189	4.17683139275884	0.00142748605470224	chr15q
DEL	chr15	6478A	p	140	65015	101.991189	1.37266759386441	0.000637457025822103	chr15p
DEL	chr15	6478A	q	398	106521	101.991189	3.90229787398596	0.00104441374832879	chr15q
DEL	chr15	6483C	p	133	96387	101.991189	1.30403421417119	0.000945052224070062	chr15p
DEL	chr15	6483C	q	471	150975	101.991189	4.61804597650097	0.00148027492845485	chr15q
DEL	chr15	6500D	p	214	132567	101.991189	2.09822046490702	0.00129978874939873	chr15p
DEL	chr15	6500D	q	416	126543	101.991189	4.07878370748281	0.00124072482378845	chr15q
DEL	chr15	6605D	p	105	39105	101.991189	1.02950069539831	0.000383415473271912	chr15p
DEL	chr15	6605D	q	348	95040	101.991189	3.41205944760581	0.00093184520086338	chr15q
DEL	chr16	2436A	p	279	92031	90.338345	3.08838954266873	0.0010187368387145	chr16p
DEL	chr16	2436A	q	305	81510	90.338345	3.37619645345506	0.000902274665315155	chr16q
DEL	chr16	3188	p	185	55674	90.338345	2.04785686521045	0.000616283151966089	chr16p
DEL	chr16	3188	q	220	112662	90.338345	2.43528924511513	0.00124711162242346	chr16q
DEL	chr16	3988	p	239	84012	90.338345	2.64560967992053	0.000929970545730055	chr16p
DEL	chr16	3988	q	268	95941	90.338345	2.96662508041297	0.00106201857029814	chr16q
DEL	chr16	6265D	p	183	64326	90.338345	2.02571787207304	0.000712056436278526	chr16p
DEL	chr16	6265D	q	242	93214	90.338345	2.67881816962664	0.00103183205315528	chr16q
DEL	chr16	6266D	p	234	46699	90.338345	2.590262197077	0.000516934420261961	chr16p
DEL	chr16	6266D	q	339	110349	90.338345	3.75255933679104	0.00122150787686004	chr16q
DEL	chr16	6269C	p	187	62512	90.338345	2.06999585834786	0.000691976369502895	chr16p
DEL	chr16	6269C	q	215	90392	90.338345	2.3799417622716	0.00100059393383839	chr16q
DEL	chr16	6277A	p	267	57825	90.338345	2.95555558384427	0.000640093639085374	chr16p
DEL	chr16	6277A	q	319	93443	90.338345	3.53116940541694	0.00103436696786951	chr16q
DEL	chr16	6285B	p	288	54663	90.338345	3.18801501178708	0.000605091890935128	chr16p
DEL	chr16	6285B	q	298	88859	90.338345	3.29870997747413	0.000983624395598569	chr16q
DEL	chr16	6298B	p	276	68226	90.338345	3.05518105296261	0.000755227472896476	chr16p
DEL	chr16	6298B	q	287	67283	90.338345	3.17694551521837	0.000744788937632187	chr16q
DEL	chr16	6314E	p	177	85440	90.338345	1.95930089266081	0.000945777786830166	chr16p
DEL	chr16	6314E	q	226	71777	90.338345	2.50170622452736	0.000794535255211948	chr16q
DEL	chr16	6324B	p	287	84765	90.338345	3.17694551521837	0.00093830587664629	chr16p
DEL	chr16	6324B	q	312	92169	90.338345	3.453682929436	0.00102026442924098	chr16q
DEL	chr16	6365A	p	264	60981	90.338345	2.92234709413815	0.000675028970256207	chr16p
