Sample_ID	Patient_ID	Sample_Type	chrom	arm	arm_length	altered_bp	w_mean_seg	frac_altered	n_segments	ArmClass	ArmDir	ArmLabel
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr20	20p	27500000	25458203	0.29675982465942313	0.9257528363636364	4	Aneuploid	Gain	chr2020p
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr20	20q	35525520	30358359	0.30706043595956556	0.8545507286029874	5	Aneuploid	Gain	chr2020q
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr21	21p	13200000	0	0	0	1	Neutral	Neutral	chr2121p
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr21	21q	34929895	0	0	0	1	Neutral	Neutral	chr2121q
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr22	22q	36604566	0	0	0	1	Neutral	Neutral	chr2222q
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr3	3p	91000000	29352111	-0.27864170953458844	0.32255067032967033	11	Segmental	Loss	chr33p
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr3	3q	107022430	24247652	-0.25404209512731374	0.22656607591511424	10	Segmental	Loss	chr33q
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr4	4p	50400000	0	0	0	4	Neutral	Neutral	chr44p
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr4	4q	140754276	2286509	0.603545	0.016244685880804077	12	Segmental	Gain	chr44q
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr5	5p	48400000	1561150	0.49793699999999996	0.0322551652892562	6	Segmental	Gain	chr55p
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr5	5q	132515260	2175235	0.7036939999999999	0.01641497741467662	12	Segmental	Gain	chr55q
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr6	6p	61000000	0	0	0	5	Neutral	Neutral	chr66p
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr6	6q	110115067	1209376	1.0521340000000001	0.010982838524722507	10	Segmental	Gain	chr66q
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr7	7p	59900000	57221308	0.27780872001543555	0.9552806010016694	3	Aneuploid	Gain	chr77p
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr7	7q	99238663	95948938	0.26998583520738917	0.9668503695983893	7	Aneuploid	Gain	chr77q
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr8	8p	45600000	0	0	0	7	Neutral	Neutral	chr88p
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr8	8q	100764022	0	0	0	10	Neutral	Neutral	chr88q
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr9	9p	49000000	0	0	0	3	Neutral	Neutral	chr99p
GLSS-19-0266-R1	GLSS-19-0266	Recurrence	chr9	9q	92213431	0	0	0	9	Neutral	Neutral	chr99q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr1	1p	125000000	0	0	0	1	Neutral	Neutral	chr11p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr1	1q	124250621	0	0	0	2	Neutral	Neutral	chr11q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr10	10p	40200000	37197114	-0.500279	0.925301343283582	2	Aneuploid	Loss	chr1010p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr10	10q	95334747	55796239	-0.511601	0.5852665555403425	2	Segmental	Loss	chr1010q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr11	11p	53700000	0	0	0	1	Neutral	Neutral	chr1111p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr11	11q	81306516	0	0	0	1	Neutral	Neutral	chr1111q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr12	12p	35800000	0	0	0	1	Neutral	Neutral	chr1212p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr12	12q	98051895	0	0	0	1	Neutral	Neutral	chr1212q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr13	13q	97269878	0	0	0	1	Neutral	Neutral	chr1313q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr14	14q	89749540	0	0	0	1	Neutral	Neutral	chr1414q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr15	15q	83531392	0	0	0	1	Neutral	Neutral	chr1515q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr16	16p	36600000	0	0	0	1	Neutral	Neutral	chr1616p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr16	16q	53754753	0	0	0	1	Neutral	Neutral	chr1616q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr17	17p	24000000	0	0	0	1	Neutral	Neutral	chr1717p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr17	17q	57195210	4518984	-0.4872786257616757	0.07900983316609905	6	Segmental	Loss	chr1717q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr18	18p	17200000	0	0	0	1	Neutral	Neutral	chr1818p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr18	18q	60877248	0	0	0	1	Neutral	Neutral	chr1818q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr19	19p	26500000	26219593	0.29194899999999996	0.9894186037735849	1	Aneuploid	Gain	chr1919p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr19	19q	32628983	32583756	0.29194899999999996	0.9986139010216776	1	Aneuploid	Gain	chr1919q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr2	2p	93300000	0	0	0	1	Neutral	Neutral	chr22p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr2	2q	149899373	0	0	0	1	Neutral	Neutral	chr22q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr20	20p	27500000	27432650	0.29083600000000004	0.997550909090909	1	Aneuploid	Gain	chr2020p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr20	20q	35525520	35405953	0.29083600000000004	0.996634334979474	1	Aneuploid	Gain	chr2020q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr21	21p	13200000	0	0	0	1	Neutral	Neutral	chr2121p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr21	21q	34929895	0	0	0	1	Neutral	Neutral	chr2121q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr22	22q	36604566	0	0	0	1	Neutral	Neutral	chr2222q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr3	3p	91000000	20423513	-0.49733530068769266	0.2244342087912088	4	Segmental	Loss	chr33p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr3	3q	107022430	0	0	0	1	Neutral	Neutral	chr33q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr4	4p	50400000	0	0	0	1	Neutral	Neutral	chr44p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr4	4q	140754276	0	0	0	1	Neutral	Neutral	chr44q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr5	5p	48400000	48260578	0.32718	0.9971193801652892	1	Aneuploid	Gain	chr55p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr5	5q	132515260	132288814	0.32718	0.9982911703904893	1	Aneuploid	Gain	chr55q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr6	6p	61000000	0	0	0	1	Neutral	Neutral	chr66p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr6	6q	110115067	0	0	0	1	Neutral	Neutral	chr66q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr7	7p	59900000	59707801	0.337402	0.9967913355592655	1	Aneuploid	Gain	chr77p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr7	7q	99238663	99038463	0.337402	0.9979826411002736	1	Aneuploid	Gain	chr77q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr8	8p	45600000	0	0	0	1	Neutral	Neutral	chr88p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr8	8q	100764022	0	0	0	1	Neutral	Neutral	chr88q
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr9	9p	49000000	34130930	-0.498603	0.6965495918367347	2	Segmental	Loss	chr99p
GLSS-19-0266-TP	GLSS-19-0266	Primary	chr9	9q	92213431	0	0	0	1	Neutral	Neutral	chr99q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr1	1p	125000000	2871229	-0.20212499999999997	0.022969832	14	Segmental	Loss	chr11p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr1	1q	124250621	0	0	0	18	Neutral	Neutral	chr11q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr10	10p	40200000	1578915	0.943796	0.03927649253731343	6	Segmental	Gain	chr1010p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr10	10q	95334747	8100832	0.11822536937958965	0.08497250220845501	9	Segmental	Gain	chr1010q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr11	11p	53700000	0	0	0	6	Neutral	Neutral	chr1111p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr11	11q	81306516	0	0	0	16	Neutral	Neutral	chr1111q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr12	12p	35800000	1625326	1.011816	0.04540016759776536	7	Segmental	Gain	chr1212p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr12	12q	98051895	6094318	0.8848578144821128	0.062154005284650544	21	Segmental	Gain	chr1212q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr13	13q	97269878	0	0	0	5	Neutral	Neutral	chr1313q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr14	14q	89749540	0	0	0	7	Neutral	Neutral	chr1414q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr15	15q	83531392	1154967	0.9329480000000001	0.013826741927154763	8	Segmental	Gain	chr1515q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr16	16p	36600000	2639796	1.137258	0.07212557377049181	7	Segmental	Gain	chr1616p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr16	16q	53754753	0	0	0	7	Neutral	Neutral	chr1616q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr17	17p	24000000	0	0	0	5	Neutral	Neutral	chr1717p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr17	17q	57195210	0	0	0	10	Neutral	Neutral	chr1717q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr18	18p	17200000	0	0	0	2	Neutral	Neutral	chr1818p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr18	18q	60877248	0	0	0	4	Neutral	Neutral	chr1818q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr19	19p	26500000	0	0	0	4	Neutral	Neutral	chr1919p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr19	19q	32628983	0	0	0	7	Neutral	Neutral	chr1919q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr2	2p	93300000	0	0	0	13	Neutral	Neutral	chr22p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr2	2q	149899373	2294230	1.0545013764792546	0.01530513406483695	18	Segmental	Gain	chr22q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr20	20p	27500000	0	0	0	4	Neutral	Neutral	chr2020p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr20	20q	35525520	0	0	0	4	Neutral	Neutral	chr2020q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr21	21p	13200000	0	0	0	1	Neutral	Neutral	chr2121p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr21	21q	34929895	0	0	0	1	Neutral	Neutral	chr2121q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr22	22q	36604566	0	0	0	5	Neutral	Neutral	chr2222q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr3	3p	91000000	0	0	0	8	Neutral	Neutral	chr33p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr3	3q	107022430	0	0	0	10	Neutral	Neutral	chr33q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr4	4p	50400000	0	0	0	4	Neutral	Neutral	chr44p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr4	4q	140754276	2286509	0.6162479999999999	0.016244685880804077	10	Segmental	Gain	chr44q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr5	5p	48400000	1561150	0.505083	0.0322551652892562	6	Segmental	Gain	chr55p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr5	5q	132515260	3083682	0.360311	0.023270391651497344	11	Segmental	Gain	chr55q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr6	6p	61000000	1164178	0.605888	0.01908488524590164	7	Segmental	Gain	chr66p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr6	6q	110115067	1209376	1.047716	0.010982838524722507	10	Segmental	Gain	chr66q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr7	7p	59900000	57221308	0.21607527711607008	0.9552806010016694	3	Aneuploid	Gain	chr77p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr7	7q	99238663	21139111	0.23800952263952818	0.21301285568508718	7	Segmental	Gain	chr77q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr8	8p	45600000	0	0	0	6	Neutral	Neutral	chr88p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr8	8q	100764022	0	0	0	10	Neutral	Neutral	chr88q
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr9	9p	49000000	0	0	0	3	Neutral	Neutral	chr99p
GLSS-19-0267-R1	GLSS-19-0267	Recurrence	chr9	9q	92213431	0	0	0	11	Neutral	Neutral	chr99q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr1	1p	125000000	34997779	-0.62148	0.279982232	2	Segmental	Loss	chr11p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr1	1q	124250621	0	0	0	1	Neutral	Neutral	chr11q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr10	10p	40200000	39975048	-0.6245189999999999	0.9944041791044776	1	Aneuploid	Loss	chr1010p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr10	10q	95334747	93759895	-0.6535994380028368	0.9834808183840882	4	Aneuploid	Loss	chr1010q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr11	11p	53700000	0	0	0	1	Neutral	Neutral	chr1111p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr11	11q	81306516	0	0	0	1	Neutral	Neutral	chr1111q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr12	12p	35800000	0	0	0	1	Neutral	Neutral	chr1212p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr12	12q	98051895	0	0	0	1	Neutral	Neutral	chr1212q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr13	13q	97269878	0	0	0	1	Neutral	Neutral	chr1313q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr14	14q	89749540	0	0	0	2	Neutral	Neutral	chr1414q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr15	15q	83531392	4125911	-0.645141	0.049393538180232885	3	Segmental	Loss	chr1515q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr16	16p	36600000	0	0	0	1	Neutral	Neutral	chr1616p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr16	16q	53754753	0	0	0	1	Neutral	Neutral	chr1616q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr17	17p	24000000	0	0	0	1	Neutral	Neutral	chr1717p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr17	17q	57195210	0	0	0	1	Neutral	Neutral	chr1717q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr18	18p	17200000	0	0	0	1	Neutral	Neutral	chr1818p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr18	18q	60877248	0	0	0	1	Neutral	Neutral	chr1818q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr19	19p	26500000	0	0	0	1	Neutral	Neutral	chr1919p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr19	19q	32628983	0	0	0	2	Neutral	Neutral	chr1919q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr2	2p	93300000	0	0	0	1	Neutral	Neutral	chr22p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr2	2q	149899373	0	0	0	1	Neutral	Neutral	chr22q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr20	20p	27500000	0	0	0	1	Neutral	Neutral	chr2020p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr20	20q	35525520	0	0	0	1	Neutral	Neutral	chr2020q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr21	21p	13200000	0	0	0	1	Neutral	Neutral	chr2121p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr21	21q	34929895	0	0	0	1	Neutral	Neutral	chr2121q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr22	22q	36604566	16969934	-0.549426061044492	0.4636015627121491	5	Segmental	Loss	chr2222q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr3	3p	91000000	0	0	0	1	Neutral	Neutral	chr33p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr3	3q	107022430	21620902	-0.012032782098406379	0.20202215554253442	5	Segmental	Loss	chr33q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr4	4p	50400000	0	0	0	1	Neutral	Neutral	chr44p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr4	4q	140754276	5179497	0.654147	0.036798150274312096	2	Segmental	Gain	chr44q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr5	5p	48400000	0	0	0	1	Neutral	Neutral	chr55p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr5	5q	132515260	0	0	0	1	Neutral	Neutral	chr55q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr6	6p	61000000	0	0	0	1	Neutral	Neutral	chr66p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr6	6q	110115067	0	0	0	1	Neutral	Neutral	chr66q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr7	7p	59900000	59707801	0.461012	0.9967913355592655	1	Aneuploid	Gain	chr77p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr7	7q	99238663	99038463	0.461012	0.9979826411002736	1	Aneuploid	Gain	chr77q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr8	8p	45600000	0	0	0	1	Neutral	Neutral	chr88p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr8	8q	100764022	3182669	-0.602298	0.03158537081816762	3	Segmental	Loss	chr88q
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr9	9p	49000000	36973104	-0.6280603556186141	0.7545531428571428	3	Segmental	Loss	chr99p
GLSS-19-0267-TP	GLSS-19-0267	Primary	chr9	9q	92213431	69938443	-0.218442	0.75844095856275	1	Segmental	Loss	chr99q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr1	1p	125000000	0	0	0	1	Neutral	Neutral	chr11p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr1	1q	124250621	25218840	-0.34419099999999997	0.2029675167579243	3	Segmental	Loss	chr11q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr10	10p	40200000	39975048	-0.626804	0.9944041791044776	1	Aneuploid	Loss	chr1010p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr10	10q	95334747	94986277	-0.6297008143656899	0.9963447744818581	4	Aneuploid	Loss	chr1010q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr11	11p	53700000	0	0	0	1	Neutral	Neutral	chr1111p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr11	11q	81306516	0	0	0	1	Neutral	Neutral	chr1111q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr12	12p	35800000	0	0	0	1	Neutral	Neutral	chr1212p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr12	12q	98051895	0	0	0	1	Neutral	Neutral	chr1212q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr13	13q	97269878	0	0	0	1	Neutral	Neutral	chr1313q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr14	14q	89749540	83285837	-0.6286645554728951	0.9279806559454232	7	Aneuploid	Loss	chr1414q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr15	15q	83531392	0	0	0	1	Neutral	Neutral	chr1515q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr16	16p	36600000	0	0	0	2	Neutral	Neutral	chr1616p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr16	16q	53754753	0	0	0	1	Neutral	Neutral	chr1616q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr17	17p	24000000	0	0	0	1	Neutral	Neutral	chr1717p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr17	17q	57195210	0	0	0	1	Neutral	Neutral	chr1717q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr18	18p	17200000	0	0	0	1	Neutral	Neutral	chr1818p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr18	18q	60877248	0	0	0	1	Neutral	Neutral	chr1818q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr19	19p	26500000	0	0	0	1	Neutral	Neutral	chr1919p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr19	19q	32628983	0	0	0	1	Neutral	Neutral	chr1919q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr2	2p	93300000	0	0	0	1	Neutral	Neutral	chr22p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr2	2q	149899373	0	0	0	1	Neutral	Neutral	chr22q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr20	20p	27500000	0	0	0	1	Neutral	Neutral	chr2020p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr20	20q	35525520	0	0	0	1	Neutral	Neutral	chr2020q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr21	21p	13200000	0	0	0	1	Neutral	Neutral	chr2121p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr21	21q	34929895	0	0	0	1	Neutral	Neutral	chr2121q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr22	22q	36604566	0	0	0	1	Neutral	Neutral	chr2222q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr3	3p	91000000	0	0	0	1	Neutral	Neutral	chr33p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr3	3q	107022430	0	0	0	1	Neutral	Neutral	chr33q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr4	4p	50400000	0	0	0	1	Neutral	Neutral	chr44p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr4	4q	140754276	0	0	0	1	Neutral	Neutral	chr44q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr5	5p	48400000	0	0	0	1	Neutral	Neutral	chr55p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr5	5q	132515260	0	0	0	1	Neutral	Neutral	chr55q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr6	6p	61000000	0	0	0	2	Neutral	Neutral	chr66p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr6	6q	110115067	7047731	-0.6395376143622679	0.06400333026178878	3	Segmental	Loss	chr66q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr7	7p	59900000	57380338	0.45439875182781253	0.9579355258764608	2	Aneuploid	Gain	chr77p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr7	7q	99238663	99038463	0.45125699999999996	0.9979826411002736	1	Aneuploid	Gain	chr77q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr8	8p	45600000	0	0	0	4	Neutral	Neutral	chr88p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr8	8q	100764022	5631495	-0.33274699999999996	0.05588795373809116	3	Segmental	Loss	chr88q
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr9	9p	49000000	7606214	-0.673074	0.15522885714285714	3	Segmental	Loss	chr99p
GLSS-19-0269-R1	GLSS-19-0269	Recurrence	chr9	9q	92213431	0	0	0	1	Neutral	Neutral	chr99q
GLSS-19-0269-TP	GLSS-19-0269	Primary	chr1	1p	125000000	0	0	0	1	Neutral	Neutral	chr11p
GLSS-19-0269-TP	GLSS-19-0269	Primary	chr1	1q	124250621	0	0	0	1	Neutral	Neutral	chr11q
GLSS-19-0269-TP	GLSS-19-0269	Primary	chr10	10p	40200000	39501903	-0.8187677196226469	0.9826344029850747	9	Aneuploid	Loss	chr1010p
GLSS-19-0269-TP	GLSS-19-0269	Primary	chr10	10q	95334747	86907576	-0.8269657738864906	0.9116044121877199	19	Aneuploid	Loss	chr1010q
